I,II,III,aVR,aVL,aVF
-0.265,0.065,0.33,0.1,-0.298,0.197
-0.238,0.001,0.239,0.118,-0.238,0.12
-0.205,-0.062,0.143,0.133,-0.174,0.041
-0.21,-0.129,0.081,0.169,-0.145,-0.024
-0.231,-0.186,0.045,0.208,-0.138,-0.071
-0.215,-0.21,0.005,0.212,-0.11,-0.102
-0.198,-0.207,-0.009,0.202,-0.094,-0.107
-0.189,-0.204,-0.015,0.197,-0.087,-0.109
-0.179,-0.205,-0.026,0.192,-0.076,-0.115
-0.168,-0.205,-0.037,0.187,-0.065,-0.121
-0.16,-0.205,-0.045,0.183,-0.057,-0.125
-0.14,-0.201,-0.061,0.171,-0.04,-0.13
-0.124,-0.2,-0.075,0.162,-0.025,-0.137
-0.117,-0.2,-0.083,0.158,-0.017,-0.142
-0.106,-0.2,-0.094,0.153,-0.006,-0.147
-0.085,-0.2,-0.115,0.143,0.015,-0.157
-0.063,-0.2,-0.137,0.132,0.037,-0.169
-0.058,-0.197,-0.139,0.128,0.04,-0.168
-0.061,-0.194,-0.134,0.128,0.037,-0.164
-0.06,-0.195,-0.135,0.128,0.038,-0.165
-0.06,-0.195,-0.135,0.128,0.038,-0.165
-0.065,-0.195,-0.131,0.13,0.034,-0.163
-0.062,-0.192,-0.129,0.127,0.034,-0.16
-0.059,-0.189,-0.131,0.124,0.036,-0.16
-0.061,-0.19,-0.129,0.126,0.034,-0.16
-0.065,-0.19,-0.125,0.128,0.03,-0.157
-0.065,-0.19,-0.125,0.128,0.03,-0.157
-0.064,-0.189,-0.125,0.127,0.031,-0.157
-0.069,-0.194,-0.125,0.132,0.028,-0.159
-0.075,-0.201,-0.126,0.138,0.025,-0.163
-0.075,-0.205,-0.13,0.14,0.028,-0.167
-0.092,-0.226,-0.134,0.16,0.021,-0.18
-0.093,-0.229,-0.136,0.161,0.022,-0.182
-0.076,-0.224,-0.149,0.15,0.037,-0.186
-0.064,-0.224,-0.161,0.144,0.049,-0.192
-0.065,-0.22,-0.155,0.143,0.045,-0.187
-0.065,-0.22,-0.155,0.143,0.045,-0.187
-0.065,-0.221,-0.155,0.144,0.045,-0.187
-0.063,-0.218,-0.155,0.141,0.046,-0.186
-0.06,-0.215,-0.155,0.138,0.048,-0.185
-0.06,-0.215,-0.155,0.138,0.048,-0.185
-0.055,-0.211,-0.156,0.134,0.05,-0.183
-0.06,-0.209,-0.15,0.135,0.045,-0.179
-0.07,-0.21,-0.14,0.141,0.035,-0.175
-0.075,-0.209,-0.134,0.143,0.029,-0.171
-0.075,-0.205,-0.13,0.14,0.028,-0.167
-0.079,-0.201,-0.122,0.14,0.022,-0.162
-0.083,-0.197,-0.114,0.14,0.016,-0.155
-0.088,-0.193,-0.105,0.14,0.009,-0.149
-0.081,-0.189,-0.108,0.135,0.014,-0.148
-0.06,-0.185,-0.125,0.123,0.033,-0.155
-0.059,-0.181,-0.122,0.12,0.031,-0.152
-0.06,-0.177,-0.117,0.118,0.029,-0.147
-0.062,-0.175,-0.112,0.119,0.025,-0.143
-0.055,-0.175,-0.12,0.116,0.033,-0.148
-0.03,-0.175,-0.145,0.103,0.058,-0.16
-0.032,-0.175,-0.143,0.104,0.056,-0.158
-0.04,-0.176,-0.136,0.108,0.048,-0.155
-0.038,-0.173,-0.135,0.106,0.049,-0.154
-0.035,-0.17,-0.134,0.103,0.049,-0.151
-0.04,-0.17,-0.13,0.105,0.045,-0.15
-0.04,-0.17,-0.13,0.105,0.045,-0.15
-0.042,-0.17,-0.128,0.106,0.043,-0.148
-0.048,-0.171,-0.122,0.11,0.037,-0.146
-0.049,-0.169,-0.12,0.109,0.036,-0.144
-0.04,-0.16,-0.12,0.1,0.04,-0.14
-0.036,-0.152,-0.116,0.094,0.04,-0.134
-0.03,-0.144,-0.114,0.088,0.042,-0.128
-0.019,-0.136,-0.117,0.078,0.049,-0.126
-0.007,-0.127,-0.12,0.067,0.057,-0.124
0.0,-0.12,-0.12,0.06,0.06,-0.12
0.001,-0.119,-0.12,0.059,0.061,-0.119
0.027,-0.093,-0.12,0.033,0.074,-0.107
0.011,-0.109,-0.12,0.049,0.065,-0.114
-0.029,-0.15,-0.121,0.089,0.046,-0.135
-0.015,-0.14,-0.125,0.078,0.055,-0.132
-0.01,-0.135,-0.125,0.073,0.058,-0.13
-0.007,-0.132,-0.125,0.07,0.059,-0.128
-0.003,-0.128,-0.125,0.066,0.061,-0.126
0.001,-0.124,-0.125,0.062,0.064,-0.125
0.005,-0.12,-0.125,0.058,0.065,-0.122
0.005,-0.116,-0.121,0.056,0.063,-0.118
0.008,-0.109,-0.117,0.051,0.063,-0.113
0.012,-0.101,-0.113,0.045,0.063,-0.107
0.017,-0.093,-0.11,0.038,0.064,-0.101
0.025,-0.085,-0.11,0.03,0.068,-0.097
0.029,-0.077,-0.106,0.024,0.068,-0.092
0.033,-0.068,-0.101,0.018,0.068,-0.085
0.037,-0.063,-0.1,0.013,0.068,-0.081
0.042,-0.058,-0.099,0.008,0.071,-0.079
0.05,-0.045,-0.095,-0.002,0.073,-0.07
0.053,-0.037,-0.09,-0.008,0.072,-0.063
0.065,-0.026,-0.091,-0.019,0.078,-0.058
0.071,-0.016,-0.086,-0.027,0.079,-0.051
0.071,-0.007,-0.079,-0.032,0.075,-0.043
0.08,0.005,-0.075,-0.042,0.077,-0.035
0.08,0.013,-0.067,-0.046,0.073,-0.027
0.081,0.019,-0.062,-0.05,0.072,-0.021
0.075,0.019,-0.056,-0.047,0.065,-0.019
0.081,0.032,-0.049,-0.056,0.064,-0.008
0.11,0.065,-0.045,-0.087,0.077,0.01
0.1,0.059,-0.041,-0.08,0.07,0.009
0.086,0.046,-0.04,-0.066,0.062,0.003
0.089,0.049,-0.04,-0.069,0.064,0.004
0.112,0.073,-0.04,-0.092,0.076,0.016
0.135,0.095,-0.04,-0.115,0.087,0.027
0.126,0.085,-0.04,-0.105,0.082,0.022
0.139,0.102,-0.037,-0.12,0.087,0.032
0.153,0.119,-0.034,-0.135,0.093,0.042
0.149,0.114,-0.035,-0.131,0.092,0.04
0.15,0.115,-0.035,-0.132,0.092,0.04
0.15,0.115,-0.035,-0.132,0.092,0.04
0.151,0.115,-0.036,-0.132,0.093,0.039
0.146,0.116,-0.03,-0.13,0.088,0.042
0.131,0.114,-0.017,-0.122,0.073,0.048
0.12,0.115,-0.005,-0.117,0.062,0.055
0.131,0.138,0.007,-0.134,0.062,0.072
0.144,0.164,0.02,-0.154,0.062,0.091
0.158,0.187,0.029,-0.173,0.064,0.108
0.173,0.211,0.038,-0.192,0.067,0.125
0.18,0.23,0.05,-0.205,0.065,0.14
0.182,0.235,0.053,-0.209,0.064,0.144
0.168,0.235,0.066,-0.202,0.05,0.151
0.154,0.235,0.081,-0.195,0.036,0.158
0.149,0.235,0.086,-0.192,0.031,0.16
0.145,0.235,0.09,-0.19,0.027,0.162
0.144,0.242,0.098,-0.193,0.022,0.17
0.15,0.254,0.104,-0.202,0.023,0.178
0.16,0.265,0.106,-0.213,0.027,0.185
0.166,0.27,0.104,-0.219,0.031,0.186
0.16,0.265,0.105,-0.213,0.027,0.185
0.134,0.26,0.126,-0.197,0.004,0.193
0.13,0.26,0.13,-0.196,0.001,0.195
0.137,0.259,0.122,-0.198,0.007,0.19
0.134,0.254,0.12,-0.194,0.006,0.186
0.13,0.25,0.12,-0.19,0.005,0.185
0.135,0.251,0.116,-0.193,0.009,0.183
0.131,0.242,0.111,-0.186,0.009,0.176
0.12,0.23,0.111,-0.175,0.004,0.17
0.115,0.223,0.108,-0.169,0.003,0.165
0.12,0.215,0.095,-0.168,0.012,0.155
0.122,0.209,0.087,-0.166,0.017,0.148
0.105,0.18,0.076,-0.143,0.014,0.128
0.075,0.141,0.066,-0.108,0.005,0.104
0.058,0.115,0.057,-0.087,0.0,0.086
0.06,0.105,0.045,-0.083,0.007,0.075
0.06,0.097,0.037,-0.079,0.011,0.067
0.059,0.089,0.029,-0.075,0.015,0.059
0.061,0.082,0.021,-0.072,0.02,0.051
0.058,0.072,0.014,-0.065,0.021,0.043
0.045,0.055,0.01,-0.05,0.017,0.032
0.04,0.043,0.002,-0.042,0.019,0.023
0.038,0.031,-0.007,-0.035,0.022,0.012
0.031,0.019,-0.012,-0.025,0.021,0.003
0.024,0.007,-0.017,-0.015,0.02,-0.004
0.02,-0.005,-0.025,-0.007,0.023,-0.015
0.012,-0.017,-0.029,0.003,0.021,-0.023
0.005,-0.026,-0.031,0.01,0.018,-0.029
-0.009,-0.035,-0.027,0.022,0.009,-0.031
-0.012,-0.048,-0.036,0.03,0.012,-0.041
0.005,-0.06,-0.065,0.028,0.035,-0.062
-0.007,-0.069,-0.062,0.038,0.028,-0.066
-0.009,-0.068,-0.059,0.038,0.025,-0.063
-0.003,-0.064,-0.061,0.034,0.029,-0.062
-0.006,-0.065,-0.059,0.036,0.027,-0.062
-0.01,-0.065,-0.055,0.038,0.023,-0.06
-0.01,-0.065,-0.055,0.038,0.023,-0.06
-0.011,-0.066,-0.055,0.039,0.023,-0.06
-0.008,-0.063,-0.055,0.036,0.024,-0.059
-0.005,-0.06,-0.054,0.033,0.024,-0.056
-0.01,-0.06,-0.05,0.035,0.02,-0.055
-0.01,-0.06,-0.05,0.035,0.02,-0.055
-0.009,-0.06,-0.051,0.035,0.021,-0.055
-0.012,-0.06,-0.048,0.036,0.018,-0.054
-0.016,-0.061,-0.045,0.039,0.014,-0.052
-0.025,-0.07,-0.045,0.048,0.01,-0.057
-0.043,-0.088,-0.045,0.066,0.001,-0.066
-0.04,-0.086,-0.046,0.064,0.003,-0.065
-0.034,-0.077,-0.043,0.056,0.005,-0.059
-0.034,-0.074,-0.04,0.054,0.003,-0.057
-0.03,-0.07,-0.04,0.05,0.005,-0.055
-0.03,-0.066,-0.036,0.048,0.003,-0.051
-0.028,-0.062,-0.034,0.045,0.004,-0.048
-0.022,-0.058,-0.036,0.041,0.007,-0.046
-0.02,-0.054,-0.034,0.037,0.008,-0.044
-0.02,-0.05,-0.03,0.035,0.005,-0.04
-0.02,-0.05,-0.03,0.035,0.005,-0.04
-0.024,-0.051,-0.027,0.037,0.002,-0.038
-0.024,-0.048,-0.024,0.036,0.0,-0.036
-0.019,-0.045,-0.025,0.032,0.004,-0.035
-0.02,-0.045,-0.025,0.033,0.003,-0.035
-0.025,-0.045,-0.021,0.035,-0.001,-0.033
-0.022,-0.042,-0.019,0.032,-0.001,-0.03
-0.019,-0.039,-0.021,0.029,0.001,-0.03
-0.021,-0.04,-0.019,0.031,-0.001,-0.03
-0.025,-0.04,-0.015,0.033,-0.005,-0.027
-0.021,-0.036,-0.015,0.029,-0.003,-0.025
-0.019,-0.034,-0.015,0.027,-0.002,-0.025
-0.02,-0.036,-0.015,0.028,-0.002,-0.025
-0.02,-0.034,-0.014,0.027,-0.002,-0.024
-0.02,-0.03,-0.01,0.025,-0.005,-0.02
-0.02,-0.03,-0.01,0.025,-0.005,-0.02
-0.021,-0.031,-0.01,0.026,-0.005,-0.02
-0.018,-0.028,-0.01,0.023,-0.003,-0.019
-0.015,-0.025,-0.009,0.02,-0.003,-0.016
-0.02,-0.025,-0.005,0.023,-0.007,-0.015
-0.021,-0.025,-0.005,0.024,-0.008,-0.015
-0.016,-0.022,-0.006,0.02,-0.005,-0.013
-0.016,-0.02,-0.003,0.018,-0.007,-0.011
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.021,-0.021,0.0,0.021,-0.01,-0.01
-0.014,-0.014,0.0,0.014,-0.007,-0.007
-0.01,-0.008,0.002,0.008,-0.005,-0.003
-0.009,-0.003,0.005,0.006,-0.007,0.001
0.0,0.005,0.005,-0.003,-0.003,0.005
0.006,0.01,0.005,-0.008,0.0,0.007
-0.002,0.005,0.007,-0.002,-0.004,0.005
-0.002,-0.004,-0.003,0.003,0.0,-0.004
0.014,-0.012,-0.026,-0.001,0.02,-0.019
0.02,-0.02,-0.04,0.0,0.03,-0.03
-0.004,-0.029,-0.025,0.017,0.011,-0.027
-0.02,-0.027,-0.007,0.024,-0.006,-0.017
-0.032,-0.025,0.007,0.028,-0.019,-0.008
-0.049,-0.024,0.025,0.037,-0.037,0.001
-0.06,-0.02,0.04,0.04,-0.05,0.01
-0.057,-0.02,0.036,0.038,-0.047,0.008
-0.051,-0.017,0.034,0.034,-0.042,0.008
-0.049,-0.014,0.035,0.031,-0.042,0.01
-0.051,-0.015,0.035,0.032,-0.042,0.01
-0.05,-0.015,0.035,0.032,-0.042,0.01
-0.042,-0.011,0.031,0.026,-0.036,0.01
-0.04,-0.01,0.03,0.025,-0.035,0.01
-0.038,-0.008,0.03,0.023,-0.034,0.011
-0.035,-0.005,0.03,0.02,-0.032,0.012
-0.035,-0.005,0.03,0.02,-0.032,0.012
-0.031,-0.001,0.03,0.016,-0.031,0.015
-0.026,0.001,0.027,0.012,-0.026,0.014
-0.027,-0.002,0.024,0.014,-0.026,0.01
-0.021,0.004,0.025,0.008,-0.023,0.014
0.0,0.025,0.025,-0.013,-0.013,0.025
-0.003,0.022,0.025,-0.01,-0.014,0.023
-0.006,0.02,0.026,-0.007,-0.016,0.022
-0.005,0.018,0.023,-0.007,-0.014,0.02
-0.005,0.015,0.02,-0.005,-0.013,0.017
-0.005,0.015,0.02,-0.005,-0.013,0.017
-0.009,0.011,0.02,-0.001,-0.015,0.015
-0.011,0.009,0.02,0.001,-0.015,0.015
-0.009,0.011,0.02,-0.001,-0.015,0.015
-0.011,0.009,0.02,0.001,-0.016,0.015
-0.015,0.005,0.02,0.005,-0.018,0.012
-0.011,0.005,0.016,0.002,-0.014,0.01
-0.013,0.002,0.015,0.005,-0.014,0.008
-0.015,0.0,0.015,0.007,-0.015,0.007
-0.016,-0.001,0.015,0.008,-0.015,0.007
-0.02,-0.005,0.015,0.012,-0.017,0.005
-0.02,-0.005,0.015,0.012,-0.017,0.005
-0.02,-0.004,0.016,0.012,-0.017,0.006
-0.02,-0.007,0.013,0.013,-0.016,0.003
-0.02,-0.01,0.01,0.015,-0.015,0.0
-0.02,-0.01,0.01,0.015,-0.015,0.0
-0.024,-0.014,0.01,0.019,-0.017,-0.002
-0.025,-0.015,0.01,0.02,-0.017,-0.002
-0.027,-0.017,0.01,0.022,-0.018,-0.003
-0.031,-0.02,0.01,0.026,-0.02,-0.005
-0.03,-0.02,0.01,0.025,-0.02,-0.005
-0.026,-0.02,0.006,0.022,-0.016,-0.007
-0.025,-0.02,0.005,0.022,-0.015,-0.007
-0.023,-0.02,0.003,0.021,-0.013,-0.008
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.016,-0.02,-0.004,0.018,-0.006,-0.012
-0.015,-0.02,-0.005,0.018,-0.005,-0.012
-0.013,-0.02,-0.007,0.017,-0.003,-0.013
-0.01,-0.02,-0.01,0.015,0.0,-0.015
-0.01,-0.02,-0.01,0.015,0.0,-0.015
-0.006,-0.02,-0.014,0.013,0.004,-0.017
-0.005,-0.02,-0.015,0.013,0.005,-0.017
-0.002,-0.02,-0.018,0.012,0.008,-0.018
0.008,-0.02,-0.028,0.007,0.018,-0.023
0.015,-0.02,-0.035,0.003,0.025,-0.027
0.011,-0.02,-0.031,0.004,0.021,-0.026
0.009,-0.02,-0.029,0.005,0.019,-0.025
0.011,-0.02,-0.031,0.005,0.021,-0.025
0.009,-0.02,-0.029,0.006,0.019,-0.024
0.005,-0.02,-0.025,0.008,0.015,-0.022
0.005,-0.02,-0.025,0.008,0.015,-0.022
0.005,-0.02,-0.025,0.008,0.015,-0.022
0.005,-0.02,-0.025,0.008,0.015,-0.022
0.004,-0.02,-0.024,0.008,0.014,-0.022
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.001,-0.019,-0.02,0.009,0.01,-0.02
-0.003,-0.023,-0.02,0.013,0.009,-0.022
-0.013,-0.032,-0.019,0.022,0.003,-0.026
-0.02,-0.035,-0.015,0.028,-0.002,-0.025
-0.016,-0.031,-0.015,0.024,-0.001,-0.022
-0.014,-0.029,-0.016,0.022,0.001,-0.022
-0.018,-0.031,-0.013,0.024,-0.002,-0.022
-0.02,-0.029,-0.01,0.024,-0.005,-0.019
-0.015,-0.025,-0.01,0.02,-0.002,-0.017
-0.015,-0.025,-0.01,0.02,-0.002,-0.017
-0.015,-0.026,-0.011,0.02,-0.002,-0.018
-0.015,-0.023,-0.008,0.019,-0.003,-0.015
-0.015,-0.02,-0.005,0.018,-0.005,-0.012
-0.015,-0.02,-0.005,0.018,-0.005,-0.012
-0.015,-0.02,-0.005,0.018,-0.005,-0.012
-0.013,-0.017,-0.004,0.015,-0.004,-0.01
-0.006,-0.014,-0.008,0.011,0.001,-0.011
0.002,-0.015,-0.018,0.007,0.01,-0.016
0.01,-0.015,-0.025,0.003,0.018,-0.02
0.014,-0.011,-0.025,-0.001,0.02,-0.018
0.015,-0.009,-0.025,-0.002,0.02,-0.017
0.014,-0.011,-0.025,-0.001,0.02,-0.017
0.016,-0.009,-0.025,-0.003,0.021,-0.017
0.02,-0.005,-0.025,-0.007,0.023,-0.015
0.02,-0.005,-0.025,-0.007,0.023,-0.015
0.021,-0.006,-0.027,-0.007,0.024,-0.016
0.017,-0.003,-0.02,-0.007,0.018,-0.011
0.026,0.0,-0.026,-0.013,0.026,-0.013
0.05,0.0,-0.05,-0.025,0.05,-0.025
0.011,0.005,-0.006,-0.008,0.008,-0.001
-0.051,0.0,0.051,0.025,-0.051,0.025
-0.042,0.023,0.065,0.009,-0.054,0.045
0.008,0.06,0.053,-0.034,-0.023,0.056
0.01,0.06,0.05,-0.035,-0.02,0.055
0.013,0.059,0.046,-0.036,-0.017,0.052
0.023,0.064,0.041,-0.043,-0.01,0.052
0.024,0.063,0.04,-0.044,-0.009,0.051
0.038,0.069,0.031,-0.054,0.003,0.05
0.06,0.09,0.03,-0.075,0.015,0.06
0.011,0.095,0.085,-0.053,-0.037,0.09
-0.003,0.095,0.098,-0.046,-0.051,0.096
0.008,0.095,0.087,-0.051,-0.04,0.091
0.004,0.095,0.091,-0.05,-0.044,0.092
0.005,0.095,0.09,-0.05,-0.043,0.092
0.009,0.095,0.086,-0.053,-0.039,0.09
0.011,0.095,0.084,-0.053,-0.037,0.09
0.009,0.095,0.086,-0.053,-0.039,0.09
0.011,0.095,0.084,-0.053,-0.037,0.09
0.015,0.095,0.08,-0.055,-0.033,0.087
0.015,0.095,0.08,-0.055,-0.033,0.087
0.015,0.096,0.081,-0.055,-0.033,0.088
0.015,0.093,0.078,-0.054,-0.032,0.085
0.015,0.09,0.075,-0.053,-0.03,0.082
0.015,0.09,0.075,-0.053,-0.03,0.082
0.015,0.09,0.075,-0.053,-0.03,0.082
0.018,0.09,0.072,-0.054,-0.027,0.081
0.021,0.09,0.069,-0.055,-0.024,0.08
0.02,0.09,0.07,-0.055,-0.025,0.08
0.02,0.09,0.07,-0.055,-0.025,0.08
0.024,0.09,0.066,-0.058,-0.021,0.078
0.026,0.09,0.064,-0.058,-0.019,0.077
0.024,0.09,0.066,-0.058,-0.021,0.078
0.026,0.089,0.064,-0.058,-0.019,0.076
0.035,0.09,0.055,-0.063,-0.01,0.072
0.053,0.1,0.047,-0.077,0.003,0.073
0.053,0.092,0.039,-0.073,0.007,0.065
0.049,0.08,0.031,-0.065,0.009,0.056
0.049,0.072,0.023,-0.061,0.013,0.047
0.045,0.06,0.015,-0.053,0.015,0.037
0.042,0.052,0.011,-0.047,0.016,0.031
0.033,0.041,0.008,-0.037,0.012,0.025
0.031,0.031,-0.001,-0.031,0.015,0.015
0.017,0.023,0.006,-0.02,0.005,0.014
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.031,-0.002,0.029,0.016,-0.03,0.013
-0.028,-0.011,0.017,0.019,-0.022,0.003
-0.034,-0.02,0.013,0.027,-0.023,-0.004
-0.041,-0.033,0.008,0.037,-0.025,-0.012
-0.045,-0.045,0.0,0.045,-0.022,-0.022
-0.046,-0.055,-0.008,0.05,-0.019,-0.031
-0.036,-0.05,-0.014,0.043,-0.01,-0.032
-0.029,-0.043,-0.014,0.036,-0.007,-0.028
-0.029,-0.038,-0.009,0.034,-0.01,-0.024
-0.025,-0.03,-0.005,0.028,-0.01,-0.017
-0.026,-0.026,-0.001,0.026,-0.012,-0.013
-0.019,-0.019,0.0,0.019,-0.009,-0.009
-0.012,-0.011,0.001,0.012,-0.007,-0.004
-0.018,-0.012,0.006,0.014,-0.012,-0.002
-0.035,-0.025,0.01,0.03,-0.022,-0.007
-0.044,-0.034,0.01,0.039,-0.026,-0.012
-0.045,-0.032,0.012,0.038,-0.028,-0.009
-0.047,-0.03,0.017,0.038,-0.032,-0.006
-0.05,-0.029,0.02,0.04,-0.035,-0.004
-0.045,-0.025,0.02,0.035,-0.032,-0.002
-0.041,-0.025,0.016,0.032,-0.028,-0.004
-0.038,-0.026,0.012,0.032,-0.024,-0.007
-0.031,-0.023,0.008,0.027,-0.019,-0.007
-0.024,-0.02,0.004,0.021,-0.014,-0.007
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.012,-0.016,-0.004,0.014,-0.003,-0.01
-0.008,-0.015,-0.007,0.011,0.0,-0.011
0.001,-0.015,-0.015,0.007,0.009,-0.015
0.011,-0.016,-0.028,0.003,0.02,-0.022
0.01,-0.025,-0.035,0.008,0.023,-0.03
0.009,-0.034,-0.043,0.013,0.026,-0.038
0.016,-0.038,-0.054,0.011,0.035,-0.046
0.021,-0.044,-0.065,0.011,0.043,-0.054
0.019,-0.052,-0.071,0.016,0.045,-0.061
0.02,-0.06,-0.08,0.02,0.05,-0.07
0.038,-0.069,-0.107,0.016,0.073,-0.087
0.073,-0.032,-0.105,-0.02,0.089,-0.068
0.119,0.017,-0.102,-0.068,0.111,-0.042
0.149,0.065,-0.084,-0.106,0.116,-0.01
0.175,0.16,-0.015,-0.167,0.095,0.072
0.27,0.325,0.055,-0.297,0.107,0.19
0.317,0.498,0.181,-0.408,0.068,0.34
0.357,0.677,0.321,-0.518,0.018,0.499
0.436,0.866,0.431,-0.651,0.003,0.648
0.48,1.035,0.555,-0.758,-0.038,0.795
0.422,1.183,0.761,-0.802,-0.17,0.972
0.377,1.363,0.986,-0.87,-0.305,1.174
0.332,1.432,1.101,-0.882,-0.385,1.266
0.247,1.322,1.075,-0.784,-0.414,1.199
0.165,1.14,0.975,-0.653,-0.405,1.057
0.124,0.96,0.837,-0.542,-0.356,0.898
0.04,0.81,0.769,-0.425,-0.364,0.79
-0.081,0.669,0.75,-0.294,-0.416,0.709
-0.152,0.533,0.686,-0.191,-0.42,0.609
-0.16,0.415,0.575,-0.128,-0.368,0.495
-0.211,0.299,0.509,-0.044,-0.361,0.403
-0.184,0.224,0.408,-0.021,-0.296,0.316
-0.16,0.16,0.32,-0.001,-0.241,0.24
-0.165,0.107,0.272,0.029,-0.219,0.189
-0.12,0.095,0.215,0.012,-0.168,0.155
-0.099,0.08,0.178,0.009,-0.139,0.129
-0.081,0.063,0.143,0.009,-0.112,0.102
-0.077,0.048,0.125,0.015,-0.102,0.086
-0.085,0.039,0.124,0.023,-0.105,0.081
-0.08,0.04,0.12,0.02,-0.1,0.08
-0.08,0.04,0.12,0.02,-0.1,0.08
-0.077,0.041,0.118,0.017,-0.097,0.079
-0.075,0.037,0.112,0.019,-0.094,0.074
-0.064,0.046,0.11,0.009,-0.087,0.078
-0.035,0.075,0.11,-0.02,-0.073,0.092
-0.034,0.073,0.106,-0.02,-0.07,0.089
-0.036,0.066,0.102,-0.015,-0.069,0.084
-0.035,0.063,0.098,-0.014,-0.067,0.08
-0.035,0.059,0.094,-0.012,-0.065,0.076
-0.035,0.055,0.09,-0.01,-0.063,0.072
-0.035,0.05,0.086,-0.008,-0.061,0.067
-0.034,0.051,0.085,-0.009,-0.059,0.068
-0.039,0.046,0.084,-0.004,-0.062,0.064
-0.046,0.049,0.096,-0.002,-0.071,0.072
-0.04,0.08,0.12,-0.02,-0.08,0.1
-0.018,0.099,0.117,-0.041,-0.068,0.107
-0.016,0.098,0.114,-0.041,-0.065,0.106
-0.021,0.094,0.115,-0.037,-0.069,0.105
-0.02,0.095,0.115,-0.038,-0.068,0.105
-0.02,0.095,0.115,-0.038,-0.068,0.105
-0.02,0.095,0.115,-0.038,-0.068,0.105
-0.019,0.096,0.115,-0.039,-0.068,0.105
-0.022,0.093,0.115,-0.036,-0.069,0.104
-0.025,0.09,0.115,-0.033,-0.07,0.102
-0.025,0.09,0.115,-0.033,-0.07,0.102
-0.025,0.09,0.115,-0.033,-0.07,0.102
-0.024,0.091,0.115,-0.034,-0.07,0.103
-0.028,0.087,0.115,-0.03,-0.071,0.1
-0.019,0.096,0.115,-0.039,-0.067,0.105
0.01,0.125,0.115,-0.068,-0.053,0.12
0.007,0.122,0.115,-0.065,-0.054,0.118
0.004,0.119,0.116,-0.062,-0.056,0.117
0.006,0.119,0.113,-0.063,-0.054,0.115
-0.005,0.114,0.119,-0.055,-0.063,0.117
-0.025,0.115,0.14,-0.045,-0.083,0.127
-0.021,0.116,0.137,-0.047,-0.08,0.126
-0.022,0.112,0.134,-0.045,-0.078,0.123
-0.025,0.11,0.135,-0.043,-0.08,0.122
-0.026,0.109,0.135,-0.042,-0.08,0.122
-0.03,0.105,0.135,-0.038,-0.083,0.12
-0.031,0.105,0.135,-0.038,-0.084,0.12
-0.027,0.105,0.132,-0.039,-0.08,0.118
-0.025,0.105,0.129,-0.04,-0.078,0.117
-0.025,0.106,0.13,-0.04,-0.078,0.117
-0.025,0.105,0.13,-0.04,-0.078,0.117
-0.029,0.101,0.13,-0.036,-0.08,0.115
0.003,0.133,0.13,-0.068,-0.063,0.131
0.023,0.153,0.13,-0.088,-0.054,0.142
0.013,0.143,0.129,-0.078,-0.058,0.135
0.015,0.14,0.125,-0.078,-0.055,0.132
0.016,0.14,0.125,-0.078,-0.055,0.132
0.012,0.137,0.125,-0.075,-0.057,0.131
0.008,0.133,0.125,-0.071,-0.059,0.129
0.004,0.129,0.125,-0.067,-0.06,0.127
0.005,0.13,0.125,-0.068,-0.06,0.127
0.016,0.137,0.121,-0.076,-0.052,0.129
0.033,0.153,0.12,-0.093,-0.043,0.136
0.043,0.163,0.12,-0.103,-0.038,0.142
0.055,0.175,0.12,-0.115,-0.033,0.147
0.075,0.195,0.12,-0.135,-0.023,0.157
0.072,0.192,0.12,-0.132,-0.024,0.156
0.068,0.189,0.121,-0.129,-0.026,0.155
0.072,0.19,0.118,-0.131,-0.023,0.154
0.075,0.19,0.115,-0.133,-0.02,0.152
0.075,0.19,0.115,-0.133,-0.02,0.152
0.075,0.19,0.115,-0.133,-0.02,0.152
0.074,0.19,0.116,-0.133,-0.021,0.152
0.077,0.19,0.113,-0.134,-0.018,0.151
0.071,0.19,0.119,-0.131,-0.024,0.154
0.05,0.19,0.14,-0.12,-0.045,0.165
0.053,0.19,0.137,-0.122,-0.042,0.163
0.059,0.19,0.131,-0.125,-0.036,0.16
0.06,0.19,0.13,-0.125,-0.035,0.16
0.061,0.19,0.129,-0.125,-0.034,0.16
0.065,0.19,0.125,-0.128,-0.03,0.157
0.069,0.19,0.121,-0.13,-0.026,0.155
0.072,0.19,0.119,-0.131,-0.024,0.155
0.065,0.188,0.123,-0.127,-0.029,0.156
0.06,0.184,0.124,-0.123,-0.032,0.154
0.06,0.185,0.125,-0.123,-0.033,0.155
0.041,0.196,0.155,-0.119,-0.057,0.175
0.053,0.213,0.16,-0.133,-0.053,0.186
0.07,0.223,0.153,-0.147,-0.042,0.188
0.07,0.225,0.155,-0.148,-0.043,0.19
0.075,0.23,0.155,-0.153,-0.04,0.192
